Date,Time,date_time,air_temp,relative_humidity,wind_speed,wind_direction,wind_gust,solar_radiation,fuel_temp,fuel_moisture,volt
01/18/25,14:53,2025-01-18 14:53:00,61,23,3,29,11,475,71,5.4,14.1
01/18/25,15:53,2025-01-18 15:53:00,58,34,5,235,10,315,63,5.1,13.6
01/18/25,16:53,2025-01-18 16:53:00,54,42,2,91,7,132,51,4.9,14.3
01/18/25,17:53,2025-01-18 17:53:00,50,38,9,60,11,6,48,5.1,13.1
01/18/25,18:53,2025-01-18 18:53:00,50,28,9,43,11,0,48,5.3,13
01/18/25,19:53,2025-01-18 19:53:00,50,24,7,31,10,0,48,5.4,12.9
01/18/25,20:53,2025-01-18 20:53:00,53,22,2,23,7,0,48,5.5,12.9
01/18/25,21:53,2025-01-18 21:53:00,52,22,5.99,156,9,0,48,5.6,12.9
01/18/25,22:53,2025-01-18 22:53:00,51,24,3,189,12,0,45,5.4,12.9
01/18/25,23:53,2025-01-18 23:53:00,50,26,3,235,5.99,0,44,5.5,12.9
01/19/25,00:53,2025-01-19 00:53:00,49,29,4,234,7,0,42,5.5,12.8
01/19/25,01:53,2025-01-19 01:53:00,47,31,9,244,10,0,43,5.6,12.8
01/19/25,02:53,2025-01-19 02:53:00,46,50,7,241,9,0,42,5.7,12.8
01/19/25,03:53,2025-01-19 03:53:00,45,60,5.99,238,7,0,41,5.8,12.8
01/19/25,04:53,2025-01-19 04:53:00,46,49,5.99,252,8,0,41,6.1,12.7
01/19/25,05:53,2025-01-19 05:53:00,47,42,5.99,237,8,0,41,6.3,12.7
01/19/25,06:53,2025-01-19 06:53:00,46,45,9,259,9,0,41,6.5,12.7
01/19/25,07:53,2025-01-19 07:53:00,51,35,0,,10,54,49,7.2,12.7
01/19/25,08:53,2025-01-19 08:53:00,53,32,2,214,5,236,58,7.2,12.8
01/19/25,09:53,2025-01-19 09:53:00,55,34,3,238,7,413,65,7,13
01/19/25,10:53,2025-01-19 10:53:00,56,31,2,233,5.99,550,69,6.6,13.6
01/19/25,11:53,2025-01-19 11:53:00,58,31,2,161,7,631,70,6.3,14
01/19/25,12:53,2025-01-19 12:53:00,60,28,2,214,7,644,68,6,13.6
01/19/25,13:53,2025-01-19 13:53:00,59,36,3,196,10,589,69,5.8,13.9
01/19/25,14:53,2025-01-19 14:53:00,57,46,3,231,9,474,66,5.8,13.9
01/19/25,15:53,2025-01-19 15:53:00,54,49,5.99,233,11,317,61,5.7,13.6
01/19/25,16:53,2025-01-19 16:53:00,50,55,1,241,12,136,48,5.6,13.7
01/19/25,17:53,2025-01-19 17:53:00,46,50,5,277,10,7,42,5.8,13
01/19/25,18:53,2025-01-19 18:53:00,48,31,11,296,16,0,46,6.2,13
01/19/25,19:53,2025-01-19 19:53:00,47,19,17,291,29,0,46,6.4,12.9
01/19/25,20:53,2025-01-19 20:53:00,48,14,20,292,31,0,47,6.5,12.9
01/19/25,21:53,2025-01-19 21:53:00,47,19,11,291,28,0,45,6.3,12.9
01/19/25,22:53,2025-01-19 22:53:00,45,23,7,297,18,0,43,6.1,12.9
01/19/25,23:53,2025-01-19 23:53:00,47,21,8,308,18,0,45,6.2,12.9
01/20/25,00:53,2025-01-20 00:53:00,45,24,7,309,13,0,42,6.2,12.8
01/20/25,01:53,2025-01-20 01:53:00,46,23,13,45,16,0,45,6.3,12.8
01/20/25,02:53,2025-01-20 02:53:00,44,27,13,43,23,0,44,6.2,12.8
01/20/25,03:53,2025-01-20 03:53:00,44,27,18,49,25,0,44,6.1,12.8
01/20/25,04:53,2025-01-20 04:53:00,42,29,20,49,27,0,42,6.2,12.7
01/20/25,05:53,2025-01-20 05:53:00,42,25,21,49,40,0,42,6.1,12.7
01/20/25,06:53,2025-01-20 06:53:00,42,25,29,44,43.99,0,42,6.1,12.7
01/20/25,07:53,2025-01-20 07:53:00,43,25,37,56,49,58,45,6.2,12.7
01/20/25,08:53,2025-01-20 08:53:00,45,24,32,65,48,242,49,6.4,12.8
01/20/25,09:53,2025-01-20 09:53:00,45,24,34.99,60,48,418,51,6.3,13.2
01/20/25,10:53,2025-01-20 10:53:00,48,20,34.99,71,55,559,54,6.1,13.9
01/20/25,11:53,2025-01-20 11:53:00,50,19,28,74,56,639,57,6.1,13.7
01/20/25,12:53,2025-01-20 12:53:00,50,16,32,69,55,656,56,5.9,14
01/20/25,13:53,2025-01-20 13:53:00,49,16,37,73,57,598,56,5.6,13.9
01/20/25,14:53,2025-01-20 14:53:00,48,15,37,65,54,487,53,5.5,14.3
01/20/25,15:53,2025-01-20 15:53:00,47,13,33,71,57,331,50,5.3,14.4
01/20/25,16:53,2025-01-20 16:53:00,45,13,34.01,73,54,148,45,5.2,13.8
01/20/25,17:53,2025-01-20 17:53:00,43,15,28,71,48,6,42,5.1,13.1
01/20/25,18:53,2025-01-20 18:53:00,41,15,29,65,40,0,41,5.1,13
01/20/25,19:53,2025-01-20 19:53:00,39,16,27,59,38,0,39,5,12.9
01/20/25,20:53,2025-01-20 20:53:00,38,17,28,64,43.99,0,38,5,12.9
01/20/25,21:53,2025-01-20 21:53:00,37,17,23,54,39,0,37,5,12.9
01/20/25,22:53,2025-01-20 22:53:00,37,16,23,55,37,0,37,5,12.9
01/20/25,23:53,2025-01-20 23:53:00,37,16,18,52,34.99,0,37,5,12.8
01/21/25,00:53,2025-01-21 00:53:00,37,16,29,60,39,0,37,5,12.8
01/21/25,01:53,2025-01-21 01:53:00,36,17,23,54,38,0,36,4.9,12.8
01/21/25,02:53,2025-01-21 02:53:00,36,17,26,59,40,0,36,5,12.8
01/21/25,03:53,2025-01-21 03:53:00,35,17,27,52,38,0,36,5,12.8
01/21/25,04:53,2025-01-21 04:53:00,36,16,28,49,40,0,36,5,12.7
01/21/25,05:53,2025-01-21 05:53:00,36,15,26,55,42,0,36,5,12.7
01/21/25,06:53,2025-01-21 06:53:00,36,15,26,47,38,0,36,5,12.6
01/21/25,07:53,2025-01-21 07:53:00,39,14,30,47,41,60,40,5.1,12.7
01/21/25,08:53,2025-01-21 08:53:00,41,13,34.99,49,47,246,45,5.2,12.8
01/21/25,09:53,2025-01-21 09:53:00,43,12,29,41,43.99,421,48,5.1,14.2
01/21/25,10:53,2025-01-21 10:53:00,45,11,26,50,47,561,52,5.1,14.4
01/21/25,11:53,2025-01-21 11:53:00,49,9,17,49,37,643,58,5,13.9
01/21/25,12:53,2025-01-21 12:53:00,49,8,19,45,34.99,661,55,5,13.9
01/21/25,13:53,2025-01-21 13:53:00,50,7,18,58,26,608,57,4.7,13.9
01/21/25,14:53,2025-01-21 14:53:00,49,7,20,57,30,495,55,4.7,14.3
01/21/25,15:53,2025-01-21 15:53:00,48,7,21,45,34.99,335,51,4.5,14.5
01/21/25,16:53,2025-01-21 16:53:00,46,7,22,50,36,139,46,4.5,13.9
01/21/25,17:53,2025-01-21 17:53:00,44,8,23,39,32,4,44,4.4,13
01/21/25,18:53,2025-01-21 18:53:00,45,9,27,46,37,0,45,4.4,13
01/21/25,19:53,2025-01-21 19:53:00,45,9,23,43,34.99,0,45,4.4,12.9
01/21/25,20:53,2025-01-21 20:53:00,45,9,17,44,26,0,45,4.3,12.9
01/21/25,21:53,2025-01-21 21:53:00,45,8,13,35,22,0,45,4.3,12.9
01/21/25,22:53,2025-01-21 22:53:00,47,7,14.99,40,18,0,46,4.4,12.9
01/21/25,23:53,2025-01-21 23:53:00,47,6,19,35,23,0,46,4.4,12.9
01/22/25,00:53,2025-01-22 00:53:00,48,6,19,38,22,0,47,4.4,12.9
01/22/25,01:53,2025-01-22 01:53:00,49,6,19,36,24,0,49,4.3,12.9
01/22/25,02:53,2025-01-22 02:53:00,46,8,19,31,23,0,46,4.2,12.8
01/22/25,03:53,2025-01-22 03:53:00,43,10,19,26,25,0,44,4.2,12.8
01/22/25,04:53,2025-01-22 04:53:00,43,9,22,44,28,0,44,4.2,12.7
01/22/25,05:53,2025-01-22 05:53:00,46,8,25,46,29,0,46,4.2,12.7
01/22/25,06:53,2025-01-22 06:53:00,48,8,27,44,33,0,48,4.2,12.7
01/22/25,07:53,2025-01-22 07:53:00,48,8,28,54,34.99,30,48,4.2,12.7
01/22/25,08:53,2025-01-22 08:53:00,50,8,24,50,37,201,53,4.3,12.9
01/22/25,09:53,2025-01-22 09:53:00,53,7,28,52,40,374,58,4.3,13.8
01/22/25,10:53,2025-01-22 10:53:00,55,7,24,59,37,526,62,4.2,13.7
01/22/25,11:53,2025-01-22 11:53:00,56,7,22,48,34.99,583,62,4.2,13.7
01/22/25,12:53,2025-01-22 12:53:00,55,7,25,56,39,580,60,4.1,14.4
01/22/25,13:53,2025-01-22 13:53:00,55,7,24,62,42,590,62,4,13.8
01/22/25,14:53,2025-01-22 14:53:00,55,8,30,74,45,499,60,3.9,13.8
01/22/25,15:53,2025-01-22 15:53:00,55,7,29,68,43.99,337,58,3.9,14
01/22/25,16:53,2025-01-22 16:53:00,54,7,27,64,39,136,53,3.8,13.9
01/22/25,17:53,2025-01-22 17:53:00,52,7,20,54,34.99,4,52,3.8,13
,,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Fahrenheit,gm,volts
